COD INEP;Escola;COD Municipio;Cidade;COD UF;UF;Alunos na região urbana;Alunos na região rural;Total de alunos que não reside em localização diferenciada;Total de alunos residente em área remanescente de quilombo;Total de alunos residente em área indígena;Total de alunos residente em área de assentamento;Total de alunos que não utilizam transporte escolar público;Total de alunos que utilizam transporte escolar público;Total de alunos que não utilizam Tração Animal;Total de alunos que utilizam Tração Animal;Média do IDEB - anos finais;Média do IDEB - Anos iniciais
41143582;ALBINA NOVAK MUGINOSKI C E PROFA EF M;4104204;Campo Largo;41;PR;310,0;1,0;303,0;;;;139,0;172,0;172,0;;5,1;
41125339;MAURO PORTUGAL E M EI EF;4104204;Campo Largo;41;PR;264,0;14,0;278,0;;;;209,0;69,0;69,0;;;5,3
41125304;MACEDO SOARES C E EF M;4104204;Campo Largo;41;PR;390,0;15,0;401,0;;;;129,0;276,0;276,0;;5,5;
41125070;EDGARD MAROCHI E M DIACONO EI EF;4104204;Campo Largo;41;PR;167,0;4,0;169,0;;;;113,0;58,0;58,0;;;7,2
41125398;O ATENEU E M EI EF;4104204;Campo Largo;41;PR;265,0;1,0;261,0;;;;182,0;84,0;84,0;;;7,7
41125320;MARIA JOANA F MAROCHI E M EI EF;4104204;Campo Largo;41;PR;383,0;5,0;387,0;;;;292,0;96,0;96,0;;;6,4
41383494;ALMEDE B GALDINO E M PROFA EI EF;4104204;Campo Largo;41;PR;127,0;;124,0;;;;127,0;;;;;6,0
41124979;CAETANO M DA ROCHA E M DR EI EF;4104204;Campo Largo;41;PR;158,0;18,0;173,0;;;;58,0;118,0;118,0;;;6,3
41361679;JULIO NERONE C E EF M;4104204;Campo Largo;41;PR;208,0;11,0;216,0;;;;170,0;49,0;49,0;;5,0;
41361636;CASEMIRO KARMAN C E E F M;4104204;Campo Largo;41;PR;255,0;8,0;261,0;;;;146,0;117,0;117,0;;4,9;
41125312;MADALENA PORTELLA E M EI EF;4104204;Campo Largo;41;PR;161,0;27,0;185,0;;;;143,0;45,0;45,0;;;6,0
41361709;EDITHE C E PROFA EF M;4104204;Campo Largo;41;PR;424,0;29,0;445,0;;;;74,0;379,0;379,0;;4,9;
41125150;IVO ZANLORENZI E M MONS EI EF;4104204;Campo Largo;41;PR;162,0;4,0;165,0;;;;152,0;14,0;14,0;;;5,5
41125576;SAO PEDRO E M DO C EI EF;4104204;Campo Largo;41;PR;1,0;30,0;30,0;;;;4,0;27,0;27,0;;;
41125134;HANS E SCHMIDT E M EI EF;4104204;Campo Largo;41;PR;198,0;24,0;212,0;;;;82,0;140,0;140,0;;;6,2
41369777;DIVA FERREIRA REINKE E M EI EF;4104204;Campo Largo;41;PR;140,0;7,0;143,0;;;;126,0;21,0;21,0;;;6,9
41383516;AFFONSO A DA CUNHA FILHO E M EI EF;4104204;Campo Largo;41;PR;74,0;1,0;74,0;;;;75,0;;;;;6,4
41125363;NICOLAU M DE CASTRO E M C EI EF;4104204;Campo Largo;41;PR;2,0;72,0;74,0;;;;4,0;70,0;70,0;;;6,0
41361652;FRANCISCO BELINOVSKI C E PE EF M;4104204;Campo Largo;41;PR;129,0;7,0;133,0;;;;72,0;64,0;64,0;;5,0;
41383397;PEDRO KAMINSKI E M EI EF;4104204;Campo Largo;41;PR;144,0;10,0;149,0;;;;104,0;50,0;50,0;;;6,0
41125355;NATAL PIGATTO E M PE EI EF;4104204;Campo Largo;41;PR;353,0;6,0;356,0;;;;59,0;300,0;300,0;;;5,7
41125088;CAMPO LARGO E EI EF MOD ED ESP;4104204;Campo Largo;41;PR;29,0;2,0;27,0;;;;3,0;28,0;28,0;;;
41124880;ALBINA G WINHESKI E M EI EF;4104204;Campo Largo;41;PR;99,0;2,0;99,0;;;;101,0;;;;;6,1
41125290;LUIZA G MONTEIRO E M EI EF;4104204;Campo Largo;41;PR;6,0;367,0;367,0;;;;36,0;337,0;337,0;;;6,0
41125436;PEDRO II C E D EF M;4104204;Campo Largo;41;PR;208,0;52,0;253,0;;;;49,0;211,0;211,0;;5,3;
41125029;CLOTARIO PORTUGAL C E DES EF M;4104204;Campo Largo;41;PR;642,0;17,0;648,0;;;;451,0;208,0;208,0;;5,9;
41124960;BOM JESUS ESCOLA ESPECIAL;4104204;Campo Largo;41;PR;9,0;;;;;;9,0;;;;;
41361628;ALOISIO C E C PROF EF M;4104204;Campo Largo;41;PR;;91,0;89,0;;;;6,0;85,0;85,0;;5,1;
41369874;DARLEI ADAD C E EF M;4104204;Campo Largo;41;PR;150,0;33,0;180,0;;;;125,0;58,0;58,0;;5,9;
41152689;COLEGIO ACESSO CAMPO LARGO COLEGIO - ENSINO FUNDAMENTAL E MEDIO;4104204;Campo Largo;41;PR;154,0;3,0;;;;;157,0;;;;;
41380703;SER CRIANCA CENTRO DE EDUCACAO INFANTIL;4104204;Campo Largo;41;PR;19,0;;;;;;19,0;;;;;
41125215;JOSE ANDREASSA E M VER EI EF;4104204;Campo Largo;41;PR;185,0;6,0;189,0;;;;184,0;7,0;7,0;;;5,8
41125606;SETE DE SETEMBRO E M EI EF;4104204;Campo Largo;41;PR;155,0;5,0;153,0;;;;145,0;15,0;15,0;;;6,6
41125479;1 CENTENARIO C E EF M;4104204;Campo Largo;41;PR;302,0;18,0;319,0;;;;130,0;190,0;190,0;;5,1;
41125193;JOAO XXIII C E E F M;4104204;Campo Largo;41;PR;233,0;14,0;243,0;;;;80,0;167,0;167,0;;5,6;
41125100;FINA E M DONA EI EF;4104204;Campo Largo;41;PR;282,0;;276,0;;;;144,0;138,0;138,0;;;5,5
41124987;CARLOS DRUMMOND DE ANDRADE E M EI EF;4104204;Campo Largo;41;PR;497,0;7,0;493,0;;;;467,0;37,0;37,0;;;6,6
41386221;AUGUSTO VANIN C E EF M;4104204;Campo Largo;41;PR;123,0;7,0;126,0;;;;3,0;127,0;127,0;;5,4;
41148720;DORACI R MACHADO E M C PROFA EI EF M EE;4104204;Campo Largo;41;PR;;2,0;2,0;;;;;2,0;2,0;;;
41369890;ESCOLA CRIANCACIA;4104204;Campo Largo;41;PR;83,0;;83,0;;;;83,0;;;;;
41124936;AUGUSTO PIRES DE PAULA E M C EI EF;4104204;Campo Largo;41;PR;;181,0;180,0;;;;;181,0;181,0;;;5,8
41125460;POLICARPO MIRANDA E M EI EF;4104204;Campo Largo;41;PR;102,0;1,0;100,0;;;;85,0;18,0;18,0;;;6,3
41125240;KENNEDY COL CENEC PRES -E I E F-M E PROFISSIONAL;4104204;Campo Largo;41;PR;275,0;6,0;;;;;280,0;1,0;1,0;;;
41125142;INTEGRACAO COMUNITARIA E M EI EF;4104204;Campo Largo;41;PR;137,0;2,0;136,0;;;;75,0;64,0;64,0;;;
41369882;CONSTANTINO MAROCHI E E EF;4104204;Campo Largo;41;PR;213,0;19,0;225,0;;;;117,0;115,0;115,0;;6,2;
41125487;1 DE MAIO E M EI EF;4104204;Campo Largo;41;PR;225,0;6,0;228,0;;;;80,0;151,0;151,0;;;6,0
41124952;ESCOLA ECOLOGICA BOM JESUS DA ALDEIA EIEF;4104204;Campo Largo;41;PR;702,0;;699,0;;;;702,0;;;;;
41125274;LUIZ JULIO E M EI EF;4104204;Campo Largo;41;PR;132,0;1,0;131,0;;;;20,0;113,0;113,0;;;6,5
41125509;15 DE OUTUBRO E M EI EF;4104204;Campo Largo;41;PR;231,0;7,0;232,0;;;;184,0;54,0;54,0;;;6,3
41369866;JOSE RIBAS VIDAL E E EF;4104204;Campo Largo;41;PR;126,0;3,0;122,0;;;;107,0;22,0;22,0;;;
41143620;LENIRO R BITTENCOURT E E DR EF;4104204;Campo Largo;41;PR;216,0;8,0;219,0;;;;76,0;148,0;148,0;;;
41125401;OTALIPIO P DE ANDRADE C E EF M;4104204;Campo Largo;41;PR;9,0;362,0;368,0;;;;29,0;342,0;342,0;;5,1;
35029269;ARTHUR FRANCISCO ANDRIGHETTI;3510708;Cardoso;35;SP;73,0;22,0;22,0;;;;78,0;17,0;17,0;;;
35205734;LUIZ NUNES FERREIRA FILHO PROFESSOR EMEF;3510708;Cardoso;35;SP;404,0;30,0;31,0;;;;220,0;214,0;214,0;;;6,6
35207561;DIRCE LIBANO DOS SANTOS PROFESSORA EMEF;3510708;Cardoso;35;SP;244,0;28,0;28,0;;;;175,0;97,0;97,0;;5,7;
35226920;MARIA OLIMPIA GOUVEA EMEF;3510708;Cardoso;35;SP;123,0;33,0;27,0;;;;114,0;42,0;42,0;;;6,5
35028939;EPAMINONDAS JOSE DE ANDRADE;3510708;Cardoso;35;SP;185,0;27,0;27,0;;;;116,0;96,0;96,0;;5,2;
35153148;CENTRO CULTURAL DE CARDOSO ESCOLA DE ENSINO FUNDAM E MEDIO;3510708;Cardoso;35;SP;93,0;6,0;6,0;;;;99,0;;;;;
35230698;JOAQUIM MIGUEL DOS SANTOS EMEB;3533908;Olímpia;35;SP;225,0;35,0;36,0;;;;232,0;28,0;28,0;;;6,5
35270416;REINALDO ZANIN PROF EMEB;3533908;Olímpia;35;SP;214,0;20,0;23,0;;;;216,0;18,0;18,0;;;7,4
35149688;APAE DE OLIMPIA;3533908;Olímpia;35;SP;90,0;5,0;6,0;;;;95,0;;;;;
35919664;ALZIRA TONELLI ZACCARELLI PROFESSORA;3533908;Olímpia;35;SP;129,0;9,0;9,0;;;;85,0;53,0;53,0;;5,9;
35228011;LUIZA SENO DE OLIVEIRA DONA EMEB;3533908;Olímpia;35;SP;552,0;13,0;13,0;;;;554,0;11,0;11,0;;;6,1
35049712;DALVA VIEIRA ITAVO PROFESSORA;3533908;Olímpia;35;SP;276,0;5,0;5,0;;;;276,0;5,0;5,0;;6,7;
35141021;CENTRO EDUCACIONAL DE OLIMPIA UNIDADE I;3533908;Olímpia;35;SP;173,0;1,0;1,0;;;;174,0;;;;;
35028125;ELOI LOPES FERRAZ DOUTOR;3533908;Olímpia;35;SP;94,0;11,0;11,0;;;;95,0;10,0;10,0;;5,2;
35212751;ZENAIDE RUGAI FONSECA PROFA EMEB;3533908;Olímpia;35;SP;288,0;;;;;;288,0;;;;;5,9
35230704;THEODOMIRO DA SILVA MELO EMEB;3533908;Olímpia;35;SP;431,0;12,0;12,0;;;;436,0;7,0;7,0;;;7,6
35028022;NARCISO BERTOLINO CAPITAO;3533908;Olímpia;35;SP;316,0;7,0;7,0;;;;293,0;30,0;30,0;;7,0;
35028113;FRANCISCO BERNARDES FERREIRA COMENDADOR;3533908;Olímpia;35;SP;65,0;15,0;15,0;;;;66,0;14,0;14,0;;5,5;
35028071;ANTONIO AUGUSTO REIS NEVES DOUTOR;3533908;Olímpia;35;SP;250,0;29,0;28,0;;;;243,0;36,0;36,0;;5,0;
35254859;EDUVALE COLEGIO;3533908;Olímpia;35;SP;248,0;5,0;5,0;;;;253,0;;;;;
35230765;WASHINGTON JUNQUEIRA FRANCO EMEB;3533908;Olímpia;35;SP;107,0;6,0;6,0;;;;109,0;4,0;4,0;;;7,3
35230736;JARDIM HELIO CAZARINI EMEB;3533908;Olímpia;35;SP;165,0;8,0;8,0;;;;166,0;7,0;7,0;;;6,6
35230753;JOSE SANT ANNA PROFESSOR EMEB;3533908;Olímpia;35;SP;71,0;17,0;17,0;;;;71,0;17,0;17,0;;;
35028034;ANITA COSTA DONA;3533908;Olímpia;35;SP;408,0;42,0;42,0;;;;260,0;190,0;190,0;;5,5;
35028061;MARIA UBALDINA DE BARROS FURQUIM PROFESSORA;3533908;Olímpia;35;SP;429,0;20,0;20,0;;;;376,0;73,0;73,0;;4,5;
35150599;OLIMPIA CENTRO EDUCACIONAL DE UNID II;3533908;Olímpia;35;SP;79,0;1,0;1,0;;;;80,0;;;;;
35230728;MAURICIO CESAR ALVES PEREIRA PROF EMEB;3533908;Olímpia;35;SP;646,0;17,0;12,0;;;;647,0;16,0;16,0;;;
35230716;SANTO SENO EMEB;3533908;Olímpia;35;SP;443,0;31,0;31,0;;;;438,0;36,0;36,0;;;6,8
35565672;TIA ELZA ESCOLA DA UNIDADE II;3533908;Olímpia;35;SP;198,0;1,0;1,0;;;;199,0;;;;;
35028046;WILQUEM MANOEL NEVES DOUTOR;3533908;Olímpia;35;SP;377,0;14,0;16,0;;;;377,0;14,0;14,0;;5,2;
35028800;GENARO DOMARCO;3530300;Mirassol;35;SP;393,0;4,0;4,0;;;;319,0;78,0;78,0;;5,3;
35212441;DARCY AMANCIO PROFESSOR EMEFEI;3530300;Mirassol;35;SP;354,0;13,0;11,0;;;;365,0;2,0;2,0;;;
35583996;ESCOLA DE ENSINO FUNDAMENTAL ANOS INICIAIS - STEP UP ESCOLA DE EDUCACAO INFANTIL BILINGUE;3530300;Mirassol;35;SP;17,0;;;;;;17,0;;;;;
35808325;ARTEMAIOR COLEGIO EDUCACAO INFANTIL ENS FUNDAMENTAL E MEDIO;3530300;Mirassol;35;SP;213,0;11,0;11,0;;;;224,0;;;;;
35146742;MIRASSOL ESCOLA DE EDUCACAO ESPECIAL DE;3530300;Mirassol;35;SP;97,0;5,0;5,0;;;;102,0;;;;;
35447626;MARIA APARECIDA PANZA DE ANGELI EFEI;3530300;Mirassol;35;SP;17,0;22,0;21,0;;;;30,0;9,0;9,0;;;
35093506;LUIS CARLOS MATIEL PIRES EFEI EM;3530300;Mirassol;35;SP;539,0;7,0;6,0;;;;544,0;2,0;2,0;;;7,7
35281712;LUCIA MEDINA ESTRELA OLIVERIO EMEFEI;3530300;Mirassol;35;SP;193,0;4,0;4,0;;;;195,0;2,0;2,0;;;6,4
35215831;CANDIDO BRASIL ESTRELA EMEFEI;3530300;Mirassol;35;SP;482,0;18,0;16,0;;;;500,0;;;;;6,9
35028812;ANISIO JOSE MOREIRA;3530300;Mirassol;35;SP;514,0;14,0;14,0;;;;196,0;332,0;332,0;;5,5;
35246633;WILSON PASCHOAL PROFESSOR EMEFEI;3530300;Mirassol;35;SP;386,0;7,0;8,0;;;;393,0;;;;;7,9
35583984;ESCOLA DE EDUCACAO INFANTIL ARCADE NOE;3530300;Mirassol;35;SP;10,0;1,0;1,0;;;;11,0;;;;;
35215824;BARTYRA DE AQUINO NORONHA PROFESSORA EMEFEI;3530300;Mirassol;35;SP;445,0;29,0;27,0;;;;474,0;;;;;7,0
35124886;ABRAHAO NAIME COLEGIO;3530300;Mirassol;35;SP;303,0;4,0;4,0;;;;307,0;;;;;
35911446;IRIA BARBIERI VITA PROFESSORA;3530300;Mirassol;35;SP;348,0;43,0;41,0;;;;319,0;72,0;72,0;;5,1;
35047594;TUFI MADI;3530300;Mirassol;35;SP;346,0;66,0;66,0;;;;221,0;191,0;191,0;;5,4;
35028472;EDMUR NEVES PROFESSOR;3530300;Mirassol;35;SP;632,0;5,0;6,0;;;;266,0;371,0;371,0;;6,2;
35299194;ESPACO MAGICO COLEGIO;3530300;Mirassol;35;SP;498,0;13,0;13,0;;;;511,0;;;;;
35215843;LAURO ROCHA PROFESSOR EMEFEI;3530300;Mirassol;35;SP;363,0;3,0;2,0;;;;365,0;1,0;1,0;;;6,1
35296235;CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE MIRASSOL CI;3530300;Mirassol;35;SP;35,0;3,0;3,0;;;;38,0;;;;3,8;
35004106;COLEGIO EDUCAR DE MIRASSOL;3530300;Mirassol;35;SP;25,0;;;;;;25,0;;;;;
35417233;GLAUCIA KELLI SCHIASSO PROFA EMEF;3540101;Pongaí;35;SP;163,0;34,0;34,0;;;;150,0;47,0;47,0;;;6,7
35026219;ELZIRA GARBINO PAGANI PROFA;3540101;Pongaí;35;SP;104,0;27,0;27,0;;;;52,0;79,0;79,0;;4,7;
35234242;AVELINO PEREIRA PROF EMEIEF;3511409;Cerqueira César;35;SP;438,0;10,0;11,0;;;;447,0;1,0;1,0;;;5,9
35337067;CENTRO ATEND SOCIO-ED ADOLESC JOAO PAULO II - CI;3511409;Cerqueira César;35;SP;7,0;27,0;25,0;;;;34,0;;;;;
35173782;CERQUEIRENCE COOPERATIVA EDUCACIONAL;3511409;Cerqueira César;35;SP;172,0;10,0;10,0;;;;182,0;;;;;
35190810;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS APAE;3511409;Cerqueira César;35;SP;41,0;2,0;2,0;;;;43,0;;;;;
35234254;MARIA JOSE FRANCA NOGUEIRA PROFA EMEIEF;3511409;Cerqueira César;35;SP;261,0;137,0;137,0;;;;296,0;102,0;102,0;;;6,7
35191516;PROFESSORA MARIANA APARECIDA TODESCATO;3511409;Cerqueira César;35;SP;307,0;2,0;3,0;;;;306,0;3,0;3,0;;4,8;
35336816;CENTRO DE ATEND SOCIO-EDUC AO ADOLESC FEMININO ANITA GARIBALDI - CI;3511409;Cerqueira César;35;SP;6,0;16,0;16,0;;;;22,0;;;;;
35215193;ZELY MEIRA CACCIOLARI EMEIEF;3511409;Cerqueira César;35;SP;469,0;1,0;9,0;;;;470,0;;;;;6,7
35175791;QUINTALZINHO ESCOLA;3511409;Cerqueira César;35;SP;98,0;12,0;12,0;;;;110,0;;;;;
35336841;CENTRO ATEND SOCIO-ED ADOLESC DE CERQUEIRA CESAR II-CI;3511409;Cerqueira César;35;SP;17,0;26,0;24,0;;;;43,0;;;;;
35014527;JOSE LEITE PINHEIRO PROFESSOR;3511409;Cerqueira César;35;SP;498,0;104,0;105,0;;;;511,0;91,0;91,0;;5,0;
35096349;HELAINE KOCH GOMES PROFA EMEB;3526704;Leme;35;SP;321,0;6,0;6,0;;;;327,0;;;;;6,7
35413914;SAGRADA FAMILIA CENTRO EDUCACIONAL;3526704;Leme;35;SP;140,0;2,0;2,0;;;;142,0;;;;;
35145518;APAE DE LEME;3526704;Leme;35;SP;115,0;4,0;4,0;;;;119,0;;;;;
35021520;NEWTON PRADO;3526704;Leme;35;SP;574,0;12,0;11,0;;;;439,0;147,0;147,0;;5,7;
35047797;JOSE PEDRO DE MORAES;3526704;Leme;35;SP;1,0;83,0;82,0;;;;38,0;46,0;46,0;;5,8;
35216823;AUGUSTO CESAR CORONEL EMEB;3526704;Leme;35;SP;431,0;20,0;20,0;;;;436,0;15,0;15,0;;;7,5
35278014;RUTH ZELINA ALBERS HARDER PROFA EMEB;3526704;Leme;35;SP;581,0;6,0;6,0;;;;587,0;;;;;6,8
35021337;QUEIROZ FILHO PROFESSOR;3526704;Leme;35;SP;668,0;11,0;11,0;;;;562,0;117,0;117,0;;6,1;
35201443;MARIA GONCALVES MOURAO PROFA EMEB;3526704;Leme;35;SP;233,0;1,0;1,0;;;;234,0;;;;;7,0
35442197;RENATA BACCARIN EMEB;3526704;Leme;35;SP;184,0;2,0;2,0;;;;186,0;;;;;7,4
35442203;DEOLINDA CONCEICAO SANTOS MEIRA EMEB;3526704;Leme;35;SP;425,0;6,0;4,0;;;;431,0;;;;;6,4
35269712;MARIA AMALIA BONFANTI LEMOS EMEB;3526704;Leme;35;SP;224,0;;4,0;;;;224,0;;;;;6,9
35230352;PAULO BONFANTI PROF EMEB;3526704;Leme;35;SP;298,0;3,0;3,0;;;;301,0;;;;;6,8
35901246;ARLINDO FAVARO PROFESSOR;3526704;Leme;35;SP;490,0;9,0;9,0;;;;456,0;43,0;43,0;;;
35185607;LEMENSE CENTRO EDUCACIONAL;3526704;Leme;35;SP;281,0;5,0;5,0;;;;286,0;;;;;
35096337;RAQUEL DOS ANJOS MARCELINO PROFA EMEB;3526704;Leme;35;SP;436,0;20,0;20,0;;;;455,0;1,0;1,0;;;5,8
35125945;COOPEL;3526704;Leme;35;SP;230,0;2,0;2,0;;;;232,0;;;;;
35135665;SALMA ELMOR NASSIF PROFA EMEB;3526704;Leme;35;SP;205,0;38,0;32,0;;;;211,0;32,0;32,0;;;7,0
35916024;ALTIMIRA PINKE PROFESSORA;3526704;Leme;35;SP;506,0;12,0;12,0;;;;447,0;71,0;71,0;;4,8;
35021428;WALDEMAR FERREIRA PROFESSOR;3526704;Leme;35;SP;381,0;83,0;84,0;;;;289,0;175,0;175,0;;5,7;
35270702;JULIA RODRIGUES LEME DONA EMEB;3526704;Leme;35;SP;396,0;6,0;6,0;;;;402,0;;;;;7,7
35278002;MARIO ZINNI PROFESSOR EMEB;3526704;Leme;35;SP;412,0;2,0;5,0;;;;414,0;;;;;7,3
35042730;CUSTODIO ANGELO DE LIMA DOUTOR;3526704;Leme;35;SP;695,0;17,0;17,0;;;;609,0;103,0;103,0;;6,0;
35416757;COC LEME COLEGIO;3526704;Leme;35;SP;236,0;1,0;1,0;;;;237,0;;;;;
35070270;PREFEITO ORLANDO LEME FRANCO;3526704;Leme;35;SP;523,0;11,0;12,0;;;;534,0;;;;5,1;
35215041;APARECIDA TAUFIC NASSIF MANSUR NAIF PROFA EMEB;3526704;Leme;35;SP;317,0;6,0;6,0;;;;263,0;60,0;60,0;;;6,3
35907467;AUGUSTO DE SOUZA SARDINHA;3526704;Leme;35;SP;;55,0;54,0;;;;10,0;45,0;45,0;;6,2;
35089096;DINEI I HAITER ROCHA PROFA EMEB;3526704;Leme;35;SP;454,0;13,0;13,0;;;;467,0;;;;;7,5
35133024;GLORIAM DEI LICEU;3526704;Leme;35;SP;211,0;3,0;3,0;;;;214,0;;;;;
35278038;BERNARDO GARCIA EMEB;3526704;Leme;35;SP;6,0;109,0;107,0;;;;72,0;43,0;43,0;;;5,8
35113897;SESI 208 CENTRO EDUCACIONAL;3526704;Leme;35;SP;284,0;4,0;4,0;;;;288,0;;;;;
35070269;ANTONIO LUIZ DE MORAES PROFESSOR;3526704;Leme;35;SP;307,0;7,0;7,0;;;;305,0;9,0;9,0;;;
35278026;EMEB JOSE BALDIN;3526704;Leme;35;SP;1,0;65,0;53,0;;;;14,0;52,0;52,0;;;7,0
35089102;ALCIDES KAMMER ANDRADE PROF EMEB;3526704;Leme;35;SP;223,0;4,0;4,0;;;;227,0;;;;;6,9
35210080;MALACKEY TAUFIC DE ALBUQUERQUE PROFA EMEB;3526704;Leme;35;SP;268,0;7,0;5,0;;;;275,0;;;;;7,3
35924660;PEDRO CELESTINO TONOLLI PROFESSOR;3526704;Leme;35;SP;381,0;3,0;3,0;;;;378,0;6,0;6,0;;4,9;
35295590;JOAO ORIANI ESCOLA MUNICIPAL;3538709;Piracicaba;35;SP;276,0;9,0;8,0;;;;285,0;;;;;7,5
35295486;CENTRO ATEND SOCIOEDUC ADOLESCENTE PIRACICABA CI;3538709;Piracicaba;35;SP;36,0;1,0;1,0;;;;37,0;;;;;
35919330;JURACY NEVES DE MELLO FERRACCIU PROFESSOR;3538709;Piracicaba;35;SP;304,0;8,0;8,0;;;;264,0;48,0;48,0;;5,8;
35917898;JOAO CHIARINI DOUTOR PROFESSOR;3538709;Piracicaba;35;SP;208,0;14,0;14,0;;;;209,0;13,0;13,0;;5,5;
35564631;LUIS CLAUDIO ALVES PROFESSOR;3538709;Piracicaba;35;SP;280,0;3,0;1,0;;;;283,0;;;;;7,5
35190135;ANTONIO FERNANDES FAGANELLO JR ESCOLA EDUCACAO ESPECIAL;3538709;Piracicaba;35;SP;198,0;2,0;3,0;;;;200,0;;;;;
35125258;DOM BOSCO COLEGIO SALESIANO SAO MARIO;3538709;Piracicaba;35;SP;287,0;16,0;16,0;;;;303,0;;;;;
35048501;JETHRO VAZ DE TOLEDO PROFESSOR;3538709;Piracicaba;35;SP;341,0;13,0;13,0;;;;353,0;1,0;1,0;;4,6;
35291006;FABIO DE SOUZA MARIA PROFESSOR ESCOLA MUNICIPAL;3538709;Piracicaba;35;SP;477,0;31,0;31,0;;;;390,0;118,0;118,0;;;7,1
35020965;RIO BRANCO BARAO DO;3538709;Piracicaba;35;SP;148,0;4,0;5,0;;;;151,0;1,0;1,0;;4,8;
35049955;FRANCISCO MARIANO DA COSTA PROFESSOR;3538709;Piracicaba;35;SP;251,0;8,0;8,0;;;;258,0;1,0;1,0;;6,2;
35153448;LUDICO COLEGIO;3538709;Piracicaba;35;SP;177,0;3,0;3,0;;;;180,0;;;;;
35925792;ANIGER FRANCISCO DE MARIA MELILLO DOM;3538709;Piracicaba;35;SP;270,0;4,0;4,0;;;;274,0;;;;4,7;
35304888;TALES DE MILETO COLEGIO;3538709;Piracicaba;35;SP;306,0;7,0;7,0;;;;313,0;;;;;
35084542;WALDORF NOVALIS ESCOLA;3538709;Piracicaba;35;SP;186,0;9,0;10,0;;;;195,0;;;;;
35004795;COLEGIO VIVO UNIDADE SMURFS;3538709;Piracicaba;35;SP;33,0;2,0;2,0;;;;35,0;;;;;
35435491;BENEDICTO EVANGELISTA COSTA PROFESSOR;3538709;Piracicaba;35;SP;269,0;4,0;4,0;;;;273,0;;;;;
35020898;HONORATO FAUSTINO;3538709;Piracicaba;35;SP;321,0;8,0;8,0;;;;322,0;7,0;7,0;;;8,8
35196757;ANTONIA JESUINA CAMILLO PIPA ESCOLA MUNICIPAL;3538709;Piracicaba;35;SP;249,0;4,0;4,0;;;;253,0;;;;;7,9
35113759;COLEGIO PIRACICABANO DA IGREJA METODISTA;3538709;Piracicaba;35;SP;515,0;10,0;10,0;;;;525,0;;;;;
35411826;IDA FRANCEZ LOMBARDI ESCOLA MUNICIPAL;3538709;Piracicaba;35;SP;288,0;3,0;5,0;;;;291,0;;;;;6,4
35090906;FRANCISCO CORREA ESCOLA MUNICIPAL;3538709;Piracicaba;35;SP;388,0;4,0;7,0;;;;392,0;;;;;5,9
35123158;CENTRO EDUCACIONAL JARDINS;3538709;Piracicaba;35;SP;68,0;2,0;2,0;;;;70,0;;;;;
35070907;ELIZABETH CONSOLMAGNO CRUZ PROFA ESCOLA MUNICIPAL;3538709;Piracicaba;35;SP;557,0;;11,0;;;;557,0;;;;;6,7
35914137;AUGUSTO MELEGA;3538709;Piracicaba;35;SP;85,0;31,0;31,0;;;;34,0;82,0;82,0;;5,2;
35263473;POLIBRASIL COLEGIO;3538709;Piracicaba;35;SP;146,0;6,0;7,0;;;;152,0;;;;;
35020916;MORAIS BARROS;3538709;Piracicaba;35;SP;250,0;7,0;7,0;;;;257,0;;;;;7,4
35021027;JOSE ROMAO PROFESSOR;3538709;Piracicaba;35;SP;532,0;10,0;10,0;;;;542,0;;;;6,0;
35021179;JORGE COURY DOUTOR;3538709;Piracicaba;35;SP;342,0;7,0;7,0;;;;349,0;;;;6,3;
35462925;ATTILIO VIDAL LAFRATA PROFESSOR;3538709;Piracicaba;35;SP;285,0;9,0;9,0;;;;294,0;;;;5,4;
35020886;FRANCISCA ELISA DA SILVA;3538709;Piracicaba;35;SP;465,0;2,0;2,0;;;;467,0;;;;6,1;
35045861;MARIA DE LOURDES SILVEIRA COSENTINO PROFESSORA;3538709;Piracicaba;35;SP;424,0;15,0;15,0;;;;437,0;2,0;2,0;;4,8;
35021064;JERONYMO GALLO MONSENHOR;3538709;Piracicaba;35;SP;340,0;5,0;5,0;;;;345,0;;;;;
35005209;COLEGIO VIVO SAO VICENTE;3538709;Piracicaba;35;SP;136,0;6,0;6,0;;;;142,0;;;;;
35920770;MELLITA LOBENWEIN BRASILIENSE PROFESSORA;3538709;Piracicaba;35;SP;274,0;5,0;5,0;;;;279,0;;;;6,1;
35113773;ADVENTISTA DE PIRACICABA COLEGIO;3538709;Piracicaba;35;SP;785,0;23,0;23,0;;;;808,0;;;;;
35228916;ALBERTO THOMAZI PROF ESCOLA MUNICIPAL;3538709;Piracicaba;35;SP;72,0;23,0;16,0;;;;75,0;20,0;20,0;;;
35564643;FRANCISCO BENEDICTO LIBARDI PROFESSOR;3538709;Piracicaba;35;SP;659,0;;;;;;659,0;;;;;6,1
35440322;INSTITUTO SABER;3538709;Piracicaba;35;SP;271,0;15,0;14,0;;;;286,0;;;;;
35040459;JOAO GUIDOTTI;3538709;Piracicaba;35;SP;273,0;7,0;7,0;;;;277,0;3,0;3,0;;5,7;
35467261;ARACY DE MORAES TERRA PROFESSOR EM;3538709;Piracicaba;35;SP;292,0;5,0;4,0;;;;293,0;4,0;4,0;;;6,3
